"area_name","area_code","date","new_cases","total_cases"
"Tower Hamlets","E09000030",2020-08-06,4,906
"Waltham Forest","E09000031",2020-08-06,6,1075
"Wandsworth","E09000032",2020-08-06,3,1257
"Westminster","E09000033",2020-08-06,7,859
"Barking and Dagenham","E09000002",2020-08-07,1,775
"Barnet","E09000003",2020-08-07,9,1724
"Bexley","E09000004",2020-08-07,2,1112
"Brent","E09000005",2020-08-07,5,1823
"Bromley","E09000006",2020-08-07,5,1559
"Camden","E09000007",2020-08-07,1,739
"Croydon","E09000008",2020-08-07,5,1903
"Ealing","E09000009",2020-08-07,7,1666
"Enfield","E09000010",2020-08-07,2,1249
"Greenwich","E09000011",2020-08-07,0,1008
"Hackney and City of London","E09000012",2020-08-07,6,1020
"Hammersmith and Fulham","E09000013",2020-08-07,7,813
"Haringey","E09000014",2020-08-07,4,821
"Harrow","E09000015",2020-08-07,7,1337
"Havering","E09000016",2020-08-07,2,1023
"Hillingdon","E09000017",2020-08-07,4,1183
"Hounslow","E09000018",2020-08-07,3,1162
"Islington","E09000019",2020-08-07,3,607
"Kensington and Chelsea","E09000020",2020-08-07,0,602
"Kingston upon Thames","E09000021",2020-08-07,1,764
"Lambeth","E09000022",2020-08-07,1,1455
"Lewisham","E09000023",2020-08-07,7,1270
"Merton","E09000024",2020-08-07,2,977
"Newham","E09000025",2020-08-07,2,1363
"Redbridge","E09000026",2020-08-07,15,1203
"Richmond upon Thames","E09000027",2020-08-07,1,568
"Southwark","E09000028",2020-08-07,6,1512
"Sutton","E09000029",2020-08-07,1,1040
"Tower Hamlets","E09000030",2020-08-07,4,910
"Waltham Forest","E09000031",2020-08-07,2,1077
"Wandsworth","E09000032",2020-08-07,1,1258
"Westminster","E09000033",2020-08-07,6,865
"Barking and Dagenham","E09000002",2020-08-08,3,778
"Barnet","E09000003",2020-08-08,2,1726
"Bexley","E09000004",2020-08-08,1,1113
"Brent","E09000005",2020-08-08,3,1826
"Bromley","E09000006",2020-08-08,0,1559
"Camden","E09000007",2020-08-08,2,741
"Croydon","E09000008",2020-08-08,2,1905
"Ealing","E09000009",2020-08-08,2,1668
"Enfield","E09000010",2020-08-08,1,1250
"Greenwich","E09000011",2020-08-08,0,1008
"Hackney and City of London","E09000012",2020-08-08,0,1020
"Hammersmith and Fulham","E09000013",2020-08-08,3,816
"Haringey","E09000014",2020-08-08,1,822
"Harrow","E09000015",2020-08-08,0,1337
"Havering","E09000016",2020-08-08,1,1024
"Hillingdon","E09000017",2020-08-08,2,1185
"Hounslow","E09000018",2020-08-08,4,1166
"Islington","E09000019",2020-08-08,0,607
"Kensington and Chelsea","E09000020",2020-08-08,3,605
"Kingston upon Thames","E09000021",2020-08-08,3,767
"Lambeth","E09000022",2020-08-08,1,1456
"Lewisham","E09000023",2020-08-08,0,1270
"Merton","E09000024",2020-08-08,0,977
"Newham","E09000025",2020-08-08,4,1367
"Redbridge","E09000026",2020-08-08,7,1210
"Richmond upon Thames","E09000027",2020-08-08,3,571
"Southwark","E09000028",2020-08-08,4,1516
"Sutton","E09000029",2020-08-08,0,1040
"Tower Hamlets","E09000030",2020-08-08,0,910
"Waltham Forest","E09000031",2020-08-08,0,1077
"Wandsworth","E09000032",2020-08-08,1,1259
"Westminster","E09000033",2020-08-08,2,867
"Barking and Dagenham","E09000002",2020-08-09,1,779
"Barnet","E09000003",2020-08-09,2,1728
"Bexley","E09000004",2020-08-09,2,1115
"Brent","E09000005",2020-08-09,1,1827
"Bromley","E09000006",2020-08-09,1,1560
"Camden","E09000007",2020-08-09,3,744
"Croydon","E09000008",2020-08-09,1,1906
"Ealing","E09000009",2020-08-09,5,1673
"Enfield","E09000010",2020-08-09,6,1256
"Greenwich","E09000011",2020-08-09,1,1009
"Hackney and City of London","E09000012",2020-08-09,4,1024
"Hammersmith and Fulham","E09000013",2020-08-09,0,816
"Haringey","E09000014",2020-08-09,2,824
"Harrow","E09000015",2020-08-09,0,1337
"Havering","E09000016",2020-08-09,1,1025
"Hillingdon","E09000017",2020-08-09,4,1189
"Hounslow","E09000018",2020-08-09,5,1171
"Islington","E09000019",2020-08-09,0,607
"Kensington and Chelsea","E09000020",2020-08-09,4,609
"Kingston upon Thames","E09000021",2020-08-09,3,770
"Lambeth","E09000022",2020-08-09,2,1458
"Lewisham","E09000023",2020-08-09,1,1271
"Merton","E09000024",2020-08-09,0,977
"Newham","E09000025",2020-08-09,2,1369
"Redbridge","E09000026",2020-08-09,6,1216
"Richmond upon Thames","E09000027",2020-08-09,1,572
"Southwark","E09000028",2020-08-09,2,1518
"Sutton","E09000029",2020-08-09,0,1040
"Tower Hamlets","E09000030",2020-08-09,1,911
"Waltham Forest","E09000031",2020-08-09,0,1077
"Wandsworth","E09000032",2020-08-09,3,1262
"Westminster","E09000033",2020-08-09,3,870
"Barking and Dagenham","E09000002",2020-08-10,4,783
"Barnet","E09000003",2020-08-10,10,1738
"Bexley","E09000004",2020-08-10,2,1117
"Brent","E09000005",2020-08-10,7,1834
"Bromley","E09000006",2020-08-10,5,1565
"Camden","E09000007",2020-08-10,4,748
"Croydon","E09000008",2020-08-10,4,1910
"Ealing","E09000009",2020-08-10,6,1679
"Enfield","E09000010",2020-08-10,2,1258
"Greenwich","E09000011",2020-08-10,2,1011
"Hackney and City of London","E09000012",2020-08-10,6,1030
"Hammersmith and Fulham","E09000013",2020-08-10,4,820
"Haringey","E09000014",2020-08-10,3,827
"Harrow","E09000015",2020-08-10,5,1342
"Havering","E09000016",2020-08-10,2,1027
"Hillingdon","E09000017",2020-08-10,11,1200
"Hounslow","E09000018",2020-08-10,9,1180
"Islington","E09000019",2020-08-10,1,608
"Kensington and Chelsea","E09000020",2020-08-10,4,613
"Kingston upon Thames","E09000021",2020-08-10,3,773
"Lambeth","E09000022",2020-08-10,4,1462
"Lewisham","E09000023",2020-08-10,2,1273
"Merton","E09000024",2020-08-10,2,979
"Newham","E09000025",2020-08-10,5,1374
"Redbridge","E09000026",2020-08-10,4,1220
"Richmond upon Thames","E09000027",2020-08-10,3,575
"Southwark","E09000028",2020-08-10,7,1525
"Sutton","E09000029",2020-08-10,2,1042
"Tower Hamlets","E09000030",2020-08-10,0,911
"Waltham Forest","E09000031",2020-08-10,8,1085
"Wandsworth","E09000032",2020-08-10,7,1269
"Westminster","E09000033",2020-08-10,5,875
"Barking and Dagenham","E09000002",2020-08-11,4,787
"Barnet","E09000003",2020-08-11,4,1742
"Bexley","E09000004",2020-08-11,2,1119
"Brent","E09000005",2020-08-11,7,1841
"Bromley","E09000006",2020-08-11,8,1573
"Camden","E09000007",2020-08-11,5,753
"Croydon","E09000008",2020-08-11,2,1912
"Ealing","E09000009",2020-08-11,4,1683
"Enfield","E09000010",2020-08-11,6,1264
"Greenwich","E09000011",2020-08-11,3,1014
"Hackney and City of London","E09000012",2020-08-11,11,1041
"Hammersmith and Fulham","E09000013",2020-08-11,4,824
"Haringey","E09000014",2020-08-11,5,832
"Harrow","E09000015",2020-08-11,2,1344
"Havering","E09000016",2020-08-11,4,1031
"Hillingdon","E09000017",2020-08-11,6,1206
"Hounslow","E09000018",2020-08-11,17,1197
"Islington","E09000019",2020-08-11,3,611
"Kensington and Chelsea","E09000020",2020-08-11,3,616
"Kingston upon Thames","E09000021",2020-08-11,4,777
"Lambeth","E09000022",2020-08-11,3,1465
"Lewisham","E09000023",2020-08-11,3,1276
"Merton","E09000024",2020-08-11,2,981
"Newham","E09000025",2020-08-11,3,1377
"Redbridge","E09000026",2020-08-11,4,1224
"Richmond upon Thames","E09000027",2020-08-11,5,580
"Southwark","E09000028",2020-08-11,0,1525
"Sutton","E09000029",2020-08-11,1,1043
"Tower Hamlets","E09000030",2020-08-11,3,914
"Waltham Forest","E09000031",2020-08-11,11,1096
"Wandsworth","E09000032",2020-08-11,4,1273
"Westminster","E09000033",2020-08-11,6,881
"Barking and Dagenham","E09000002",2020-08-12,7,794
"Barnet","E09000003",2020-08-12,8,1750
"Bexley","E09000004",2020-08-12,3,1122
"Brent","E09000005",2020-08-12,10,1851
"Bromley","E09000006",2020-08-12,5,1578
"Camden","E09000007",2020-08-12,3,756
"Croydon","E09000008",2020-08-12,5,1917
"Ealing","E09000009",2020-08-12,4,1687
"Enfield","E09000010",2020-08-12,2,1266
"Greenwich","E09000011",2020-08-12,6,1020
"Hackney and City of London","E09000012",2020-08-12,1,1042
"Hammersmith and Fulham","E09000013",2020-08-12,6,830
"Haringey","E09000014",2020-08-12,5,837
"Harrow","E09000015",2020-08-12,4,1348
"Havering","E09000016",2020-08-12,2,1033
"Hillingdon","E09000017",2020-08-12,9,1215
"Hounslow","E09000018",2020-08-12,6,1203
"Islington","E09000019",2020-08-12,2,613
"Kensington and Chelsea","E09000020",2020-08-12,5,621
"Kingston upon Thames","E09000021",2020-08-12,4,781
"Lambeth","E09000022",2020-08-12,5,1470
"Lewisham","E09000023",2020-08-12,4,1280
"Merton","E09000024",2020-08-12,7,988
"Newham","E09000025",2020-08-12,6,1383
"Redbridge","E09000026",2020-08-12,6,1230
"Richmond upon Thames","E09000027",2020-08-12,11,591
"Southwark","E09000028",2020-08-12,3,1528
"Sutton","E09000029",2020-08-12,1,1044
"Tower Hamlets","E09000030",2020-08-12,5,919
"Waltham Forest","E09000031",2020-08-12,5,1101
"Wandsworth","E09000032",2020-08-12,8,1281
"Westminster","E09000033",2020-08-12,2,883
"Barking and Dagenham","E09000002",2020-08-13,10,804
"Barnet","E09000003",2020-08-13,6,1756
"Bexley","E09000004",2020-08-13,3,1125
"Brent","E09000005",2020-08-13,3,1854
"Bromley","E09000006",2020-08-13,1,1579
"Camden","E09000007",2020-08-13,3,759
"Croydon","E09000008",2020-08-13,2,1919
"Ealing","E09000009",2020-08-13,6,1693
"Enfield","E09000010",2020-08-13,1,1267
"Greenwich","E09000011",2020-08-13,1,1021
"Hackney and City of London","E09000012",2020-08-13,6,1048
"Hammersmith and Fulham","E09000013",2020-08-13,5,835
"Haringey","E09000014",2020-08-13,5,842
"Harrow","E09000015",2020-08-13,5,1353
"Havering","E09000016",2020-08-13,1,1034
"Hillingdon","E09000017",2020-08-13,3,1218
"Hounslow","E09000018",2020-08-13,5,1208
"Islington","E09000019",2020-08-13,0,613
"Kensington and Chelsea","E09000020",2020-08-13,5,626
"Kingston upon Thames","E09000021",2020-08-13,4,785
"Lambeth","E09000022",2020-08-13,6,1476
"Lewisham","E09000023",2020-08-13,3,1283
"Merton","E09000024",2020-08-13,5,993
"Newham","E09000025",2020-08-13,10,1393
"Redbridge","E09000026",2020-08-13,1,1231
"Richmond upon Thames","E09000027",2020-08-13,6,597
"Southwark","E09000028",2020-08-13,5,1533
"Sutton","E09000029",2020-08-13,1,1045
"Tower Hamlets","E09000030",2020-08-13,3,922
"Waltham Forest","E09000031",2020-08-13,4,1105
"Wandsworth","E09000032",2020-08-13,4,1285
"Westminster","E09000033",2020-08-13,1,884
"Barking and Dagenham","E09000002",2020-08-14,2,806
"Barnet","E09000003",2020-08-14,11,1767
"Bexley","E09000004",2020-08-14,2,1127
"Brent","E09000005",2020-08-14,3,1857
"Bromley","E09000006",2020-08-14,2,1581
"Camden","E09000007",2020-08-14,1,760
"Croydon","E09000008",2020-08-14,4,1923
"Ealing","E09000009",2020-08-14,7,1700
"Enfield","E09000010",2020-08-14,4,1271
"Greenwich","E09000011",2020-08-14,0,1021
"Hackney and City of London","E09000012",2020-08-14,6,1054
"Hammersmith and Fulham","E09000013",2020-08-14,6,841
"Haringey","E09000014",2020-08-14,3,845
"Harrow","E09000015",2020-08-14,3,1356
"Havering","E09000016",2020-08-14,4,1038
"Hillingdon","E09000017",2020-08-14,5,1223
"Hounslow","E09000018",2020-08-14,3,1211
"Islington","E09000019",2020-08-14,0,613
"Kensington and Chelsea","E09000020",2020-08-14,1,627
"Kingston upon Thames","E09000021",2020-08-14,2,787
"Lambeth","E09000022",2020-08-14,9,1485
"Lewisham","E09000023",2020-08-14,4,1287
"Merton","E09000024",2020-08-14,2,995
"Newham","E09000025",2020-08-14,4,1397
"Redbridge","E09000026",2020-08-14,2,1233
"Richmond upon Thames","E09000027",2020-08-14,7,604
"Southwark","E09000028",2020-08-14,8,1541
"Sutton","E09000029",2020-08-14,1,1046
"Tower Hamlets","E09000030",2020-08-14,6,928
"Waltham Forest","E09000031",2020-08-14,6,1111
"Wandsworth","E09000032",2020-08-14,4,1289
"Westminster","E09000033",2020-08-14,4,888
"Barking and Dagenham","E09000002",2020-08-15,2,808
"Barnet","E09000003",2020-08-15,1,1768
"Bexley","E09000004",2020-08-15,0,1127
"Brent","E09000005",2020-08-15,2,1859
"Bromley","E09000006",2020-08-15,2,1583
"Camden","E09000007",2020-08-15,6,766
"Croydon","E09000008",2020-08-15,0,1923
"Ealing","E09000009",2020-08-15,10,1710
"Enfield","E09000010",2020-08-15,2,1273
"Greenwich","E09000011",2020-08-15,2,1023
"Hackney and City of London","E09000012",2020-08-15,1,1055
"Hammersmith and Fulham","E09000013",2020-08-15,4,845
"Haringey","E09000014",2020-08-15,4,849
"Harrow","E09000015",2020-08-15,4,1360
"Havering","E09000016",2020-08-15,4,1042
"Hillingdon","E09000017",2020-08-15,7,1230
"Hounslow","E09000018",2020-08-15,7,1218
"Islington","E09000019",2020-08-15,2,615
"Kensington and Chelsea","E09000020",2020-08-15,1,628
"Kingston upon Thames","E09000021",2020-08-15,3,790
"Lambeth","E09000022",2020-08-15,3,1488
"Lewisham","E09000023",2020-08-15,1,1288
"Merton","E09000024",2020-08-15,1,996
"Newham","E09000025",2020-08-15,6,1403
"Redbridge","E09000026",2020-08-15,7,1240
"Richmond upon Thames","E09000027",2020-08-15,5,609
"Southwark","E09000028",2020-08-15,6,1547
"Sutton","E09000029",2020-08-15,0,1046
"Tower Hamlets","E09000030",2020-08-15,1,929
"Waltham Forest","E09000031",2020-08-15,2,1113
"Wandsworth","E09000032",2020-08-15,9,1298
"Westminster","E09000033",2020-08-15,1,889
"Barking and Dagenham","E09000002",2020-08-16,4,812
"Barnet","E09000003",2020-08-16,6,1774
"Bexley","E09000004",2020-08-16,0,1127
"Brent","E09000005",2020-08-16,2,1861
"Bromley","E09000006",2020-08-16,4,1587
"Camden","E09000007",2020-08-16,1,767
"Croydon","E09000008",2020-08-16,2,1925
"Ealing","E09000009",2020-08-16,3,1713
"Enfield","E09000010",2020-08-16,2,1275
"Greenwich","E09000011",2020-08-16,0,1023
"Hackney and City of London","E09000012",2020-08-16,7,1062
"Hammersmith and Fulham","E09000013",2020-08-16,0,845
"Haringey","E09000014",2020-08-16,1,850
"Harrow","E09000015",2020-08-16,1,1361
"Havering","E09000016",2020-08-16,2,1044
"Hillingdon","E09000017",2020-08-16,7,1237
"Hounslow","E09000018",2020-08-16,4,1222
"Islington","E09000019",2020-08-16,0,615
"Kensington and Chelsea","E09000020",2020-08-16,2,630
"Kingston upon Thames","E09000021",2020-08-16,4,794
"Lambeth","E09000022",2020-08-16,0,1488
"Lewisham","E09000023",2020-08-16,2,1290
"Merton","E09000024",2020-08-16,3,999
"Newham","E09000025",2020-08-16,8,1411
"Redbridge","E09000026",2020-08-16,0,1240
"Richmond upon Thames","E09000027",2020-08-16,1,610
"Southwark","E09000028",2020-08-16,8,1555
"Sutton","E09000029",2020-08-16,1,1047
"Tower Hamlets","E09000030",2020-08-16,6,935
"Waltham Forest","E09000031",2020-08-16,3,1116
"Wandsworth","E09000032",2020-08-16,1,1299
"Westminster","E09000033",2020-08-16,3,892
"Barking and Dagenham","E09000002",2020-08-17,6,818
"Barnet","E09000003",2020-08-17,9,1783
"Bexley","E09000004",2020-08-17,1,1128
"Brent","E09000005",2020-08-17,7,1868
"Bromley","E09000006",2020-08-17,7,1594
"Camden","E09000007",2020-08-17,9,776
"Croydon","E09000008",2020-08-17,11,1936
"Ealing","E09000009",2020-08-17,14,1727
"Enfield","E09000010",2020-08-17,6,1281
"Greenwich","E09000011",2020-08-17,2,1025
"Hackney and City of London","E09000012",2020-08-17,6,1068
"Hammersmith and Fulham","E09000013",2020-08-17,7,852
"Haringey","E09000014",2020-08-17,4,854
"Harrow","E09000015",2020-08-17,8,1369
"Havering","E09000016",2020-08-17,2,1046
"Hillingdon","E09000017",2020-08-17,6,1243
"Hounslow","E09000018",2020-08-17,6,1228
"Islington","E09000019",2020-08-17,5,620
"Kensington and Chelsea","E09000020",2020-08-17,4,634
"Kingston upon Thames","E09000021",2020-08-17,3,797
"Lambeth","E09000022",2020-08-17,12,1500
"Lewisham","E09000023",2020-08-17,4,1294
"Merton","E09000024",2020-08-17,2,1001
"Newham","E09000025",2020-08-17,6,1417
"Redbridge","E09000026",2020-08-17,4,1244
"Richmond upon Thames","E09000027",2020-08-17,2,612
"Southwark","E09000028",2020-08-17,9,1564
"Sutton","E09000029",2020-08-17,5,1052
"Tower Hamlets","E09000030",2020-08-17,5,940
"Waltham Forest","E09000031",2020-08-17,8,1124
"Wandsworth","E09000032",2020-08-17,6,1305
"Westminster","E09000033",2020-08-17,3,895
"Barking and Dagenham","E09000002",2020-08-18,5,823
"Barnet","E09000003",2020-08-18,11,1794
"Bexley","E09000004",2020-08-18,4,1132
"Brent","E09000005",2020-08-18,3,1871
"Bromley","E09000006",2020-08-18,2,1596
"Camden","E09000007",2020-08-18,2,778
"Croydon","E09000008",2020-08-18,6,1942
"Ealing","E09000009",2020-08-18,14,1741
"Enfield","E09000010",2020-08-18,7,1288
"Greenwich","E09000011",2020-08-18,2,1027
"Hackney and City of London","E09000012",2020-08-18,9,1077
"Hammersmith and Fulham","E09000013",2020-08-18,2,854
"Haringey","E09000014",2020-08-18,6,860
"Harrow","E09000015",2020-08-18,6,1375
"Havering","E09000016",2020-08-18,5,1051
"Hillingdon","E09000017",2020-08-18,17,1260
"Hounslow","E09000018",2020-08-18,7,1235
"Islington","E09000019",2020-08-18,2,622
"Kensington and Chelsea","E09000020",2020-08-18,2,636
"Kingston upon Thames","E09000021",2020-08-18,2,799
"Lambeth","E09000022",2020-08-18,3,1503
"Lewisham","E09000023",2020-08-18,5,1299
"Merton","E09000024",2020-08-18,2,1003
"Newham","E09000025",2020-08-18,4,1421
"Redbridge","E09000026",2020-08-18,3,1247
"Richmond upon Thames","E09000027",2020-08-18,3,615
"Southwark","E09000028",2020-08-18,6,1570
"Sutton","E09000029",2020-08-18,5,1057
"Tower Hamlets","E09000030",2020-08-18,6,946
"Waltham Forest","E09000031",2020-08-18,8,1132
"Wandsworth","E09000032",2020-08-18,12,1317
"Westminster","E09000033",2020-08-18,10,905
"Barking and Dagenham","E09000002",2020-08-19,2,825
"Barnet","E09000003",2020-08-19,9,1803
"Bexley","E09000004",2020-08-19,4,1136
"Brent","E09000005",2020-08-19,3,1874
"Bromley","E09000006",2020-08-19,8,1604
"Camden","E09000007",2020-08-19,2,780
"Croydon","E09000008",2020-08-19,4,1946
"Ealing","E09000009",2020-08-19,7,1748
"Enfield","E09000010",2020-08-19,9,1297
"Greenwich","E09000011",2020-08-19,1,1028
"Hackney and City of London","E09000012",2020-08-19,16,1093
"Hammersmith and Fulham","E09000013",2020-08-19,1,855
"Haringey","E09000014",2020-08-19,8,868
"Harrow","E09000015",2020-08-19,1,1376
"Havering","E09000016",2020-08-19,3,1054
"Hillingdon","E09000017",2020-08-19,4,1264
"Hounslow","E09000018",2020-08-19,4,1239
"Islington","E09000019",2020-08-19,3,625
"Kensington and Chelsea","E09000020",2020-08-19,4,640
"Kingston upon Thames","E09000021",2020-08-19,3,802
"Lambeth","E09000022",2020-08-19,5,1508
"Lewisham","E09000023",2020-08-19,6,1305
"Merton","E09000024",2020-08-19,6,1009
"Newham","E09000025",2020-08-19,4,1425
"Redbridge","E09000026",2020-08-19,2,1249
"Richmond upon Thames","E09000027",2020-08-19,4,619
"Southwark","E09000028",2020-08-19,7,1577
"Sutton","E09000029",2020-08-19,5,1062
"Tower Hamlets","E09000030",2020-08-19,5,951
"Waltham Forest","E09000031",2020-08-19,0,1132
"Wandsworth","E09000032",2020-08-19,8,1325
"Westminster","E09000033",2020-08-19,4,909
"Barking and Dagenham","E09000002",2020-08-20,5,830
"Barnet","E09000003",2020-08-20,2,1805
"Bexley","E09000004",2020-08-20,7,1143
"Brent","E09000005",2020-08-20,7,1881
"Bromley","E09000006",2020-08-20,8,1612
"Camden","E09000007",2020-08-20,10,790
"Croydon","E09000008",2020-08-20,6,1952
"Ealing","E09000009",2020-08-20,8,1756
"Enfield","E09000010",2020-08-20,9,1306
"Greenwich","E09000011",2020-08-20,3,1031
"Hackney and City of London","E09000012",2020-08-20,19,1112
"Hammersmith and Fulham","E09000013",2020-08-20,11,866
"Haringey","E09000014",2020-08-20,9,877
"Harrow","E09000015",2020-08-20,9,1385
"Havering","E09000016",2020-08-20,4,1058
"Hillingdon","E09000017",2020-08-20,3,1267
"Hounslow","E09000018",2020-08-20,7,1246
"Islington","E09000019",2020-08-20,4,629
"Kensington and Chelsea","E09000020",2020-08-20,7,647
"Kingston upon Thames","E09000021",2020-08-20,1,803
"Lambeth","E09000022",2020-08-20,7,1515
"Lewisham","E09000023",2020-08-20,5,1310
"Merton","E09000024",2020-08-20,0,1009
"Newham","E09000025",2020-08-20,2,1427
"Redbridge","E09000026",2020-08-20,2,1251
"Richmond upon Thames","E09000027",2020-08-20,2,621
"Southwark","E09000028",2020-08-20,13,1590
"Sutton","E09000029",2020-08-20,3,1065
"Tower Hamlets","E09000030",2020-08-20,6,957
"Waltham Forest","E09000031",2020-08-20,4,1136
"Wandsworth","E09000032",2020-08-20,13,1338
"Westminster","E09000033",2020-08-20,9,918
"Barking and Dagenham","E09000002",2020-08-21,4,834
"Barnet","E09000003",2020-08-21,9,1814
"Bexley","E09000004",2020-08-21,1,1144
"Brent","E09000005",2020-08-21,5,1886
"Bromley","E09000006",2020-08-21,2,1614
"Camden","E09000007",2020-08-21,6,796
"Croydon","E09000008",2020-08-21,2,1954
"Ealing","E09000009",2020-08-21,8,1764
"Enfield","E09000010",2020-08-21,6,1312
"Greenwich","E09000011",2020-08-21,4,1035
"Hackney and City of London","E09000012",2020-08-21,10,1122
"Hammersmith and Fulham","E09000013",2020-08-21,3,869
"Haringey","E09000014",2020-08-21,3,880
"Harrow","E09000015",2020-08-21,7,1392
"Havering","E09000016",2020-08-21,6,1064
"Hillingdon","E09000017",2020-08-21,4,1271
"Hounslow","E09000018",2020-08-21,3,1249
"Islington","E09000019",2020-08-21,8,637
"Kensington and Chelsea","E09000020",2020-08-21,2,649
"Kingston upon Thames","E09000021",2020-08-21,2,805
"Lambeth","E09000022",2020-08-21,12,1527
"Lewisham","E09000023",2020-08-21,7,1317
"Merton","E09000024",2020-08-21,2,1011
"Newham","E09000025",2020-08-21,2,1429
"Redbridge","E09000026",2020-08-21,6,1257
"Richmond upon Thames","E09000027",2020-08-21,4,625
"Southwark","E09000028",2020-08-21,8,1598
"Sutton","E09000029",2020-08-21,3,1068
"Tower Hamlets","E09000030",2020-08-21,4,961
"Waltham Forest","E09000031",2020-08-21,4,1140
"Wandsworth","E09000032",2020-08-21,15,1353
"Westminster","E09000033",2020-08-21,4,922
"Barking and Dagenham","E09000002",2020-08-22,3,837
"Barnet","E09000003",2020-08-22,6,1820
"Bexley","E09000004",2020-08-22,2,1146
"Brent","E09000005",2020-08-22,3,1889
"Bromley","E09000006",2020-08-22,7,1621
"Camden","E09000007",2020-08-22,2,798
"Croydon","E09000008",2020-08-22,1,1955
"Ealing","E09000009",2020-08-22,9,1773
"Enfield","E09000010",2020-08-22,3,1315
"Greenwich","E09000011",2020-08-22,0,1035
"Hackney and City of London","E09000012",2020-08-22,3,1125
"Hammersmith and Fulham","E09000013",2020-08-22,7,876
"Haringey","E09000014",2020-08-22,4,884
"Harrow","E09000015",2020-08-22,3,1395
"Havering","E09000016",2020-08-22,3,1067
"Hillingdon","E09000017",2020-08-22,7,1278
"Hounslow","E09000018",2020-08-22,5,1254
"Islington","E09000019",2020-08-22,2,639
"Kensington and Chelsea","E09000020",2020-08-22,2,651
"Kingston upon Thames","E09000021",2020-08-22,1,806
"Lambeth","E09000022",2020-08-22,2,1529
"Lewisham","E09000023",2020-08-22,2,1319
"Merton","E09000024",2020-08-22,4,1015
"Newham","E09000025",2020-08-22,7,1436
"Redbridge","E09000026",2020-08-22,3,1260
"Richmond upon Thames","E09000027",2020-08-22,4,629
"Southwark","E09000028",2020-08-22,4,1602
"Sutton","E09000029",2020-08-22,2,1070
"Tower Hamlets","E09000030",2020-08-22,6,967
"Waltham Forest","E09000031",2020-08-22,3,1143
"Wandsworth","E09000032",2020-08-22,6,1359
"Westminster","E09000033",2020-08-22,2,924
"Barking and Dagenham","E09000002",2020-08-23,3,840
"Barnet","E09000003",2020-08-23,5,1825
"Bexley","E09000004",2020-08-23,2,1148
"Brent","E09000005",2020-08-23,4,1893
"Bromley","E09000006",2020-08-23,5,1626
"Camden","E09000007",2020-08-23,3,801
"Croydon","E09000008",2020-08-23,2,1957
"Ealing","E09000009",2020-08-23,11,1784
"Enfield","E09000010",2020-08-23,8,1323
"Greenwich","E09000011",2020-08-23,3,1038
"Hackney and City of London","E09000012",2020-08-23,16,1141
"Hammersmith and Fulham","E09000013",2020-08-23,4,880
"Haringey","E09000014",2020-08-23,9,893
"Harrow","E09000015",2020-08-23,4,1399
"Havering","E09000016",2020-08-23,8,1075
"Hillingdon","E09000017",2020-08-23,3,1281
"Hounslow","E09000018",2020-08-23,3,1257
"Islington","E09000019",2020-08-23,1,640
"Kensington and Chelsea","E09000020",2020-08-23,3,654
"Kingston upon Thames","E09000021",2020-08-23,3,809
"Lambeth","E09000022",2020-08-23,1,1530
"Lewisham","E09000023",2020-08-23,6,1325
"Merton","E09000024",2020-08-23,4,1019
"Newham","E09000025",2020-08-23,4,1440
"Redbridge","E09000026",2020-08-23,3,1263
"Richmond upon Thames","E09000027",2020-08-23,1,630
"Southwark","E09000028",2020-08-23,6,1608
"Sutton","E09000029",2020-08-23,4,1074
"Tower Hamlets","E09000030",2020-08-23,5,972
"Waltham Forest","E09000031",2020-08-23,1,1144
"Wandsworth","E09000032",2020-08-23,5,1364
"Westminster","E09000033",2020-08-23,4,928
"Barking and Dagenham","E09000002",2020-08-24,11,851
"Barnet","E09000003",2020-08-24,3,1828
"Bexley","E09000004",2020-08-24,2,1150
"Brent","E09000005",2020-08-24,2,1895
"Bromley","E09000006",2020-08-24,4,1630
"Camden","E09000007",2020-08-24,10,811
"Croydon","E09000008",2020-08-24,13,1970
"Ealing","E09000009",2020-08-24,8,1792
"Enfield","E09000010",2020-08-24,7,1330
"Greenwich","E09000011",2020-08-24,4,1042
"Hackney and City of London","E09000012",2020-08-24,13,1154
"Hammersmith and Fulham","E09000013",2020-08-24,7,887
"Haringey","E09000014",2020-08-24,4,897
"Harrow","E09000015",2020-08-24,9,1408
"Havering","E09000016",2020-08-24,1,1076
"Hillingdon","E09000017",2020-08-24,4,1285
"Hounslow","E09000018",2020-08-24,3,1260
"Islington","E09000019",2020-08-24,7,647
"Kensington and Chelsea","E09000020",2020-08-24,12,666
"Kingston upon Thames","E09000021",2020-08-24,2,811
"Lambeth","E09000022",2020-08-24,6,1536
"Lewisham","E09000023",2020-08-24,4,1329
"Merton","E09000024",2020-08-24,1,1020
"Newham","E09000025",2020-08-24,6,1446
"Redbridge","E09000026",2020-08-24,5,1268
"Richmond upon Thames","E09000027",2020-08-24,5,635
"Southwark","E09000028",2020-08-24,11,1619
"Sutton","E09000029",2020-08-24,0,1074
"Tower Hamlets","E09000030",2020-08-24,11,983
"Waltham Forest","E09000031",2020-08-24,6,1150
"Wandsworth","E09000032",2020-08-24,5,1369
"Westminster","E09000033",2020-08-24,9,937
"Barking and Dagenham","E09000002",2020-08-25,1,852
"Barnet","E09000003",2020-08-25,7,1835
